Bedrooms,Area,Bathrooms,ParkingSpaces,Age,Price,Location,price
4,4721,4,3,14,300307,Kolkata,624720.03347551
2,1386,3,2,7,543100,Kolkata,379389.70244185824
2,3621,1,0,38,818218,Kolkata,415908.5672496451
1,3630,4,0,45,193745,Kolkata,411560.879117311
3,1572,3,2,22,557542,Kolkata,385451.85224192875
4,1643,2,1,44,663618,Kolkata,342133.10544812126
3,3620,1,2,35,349309,Kolkata,499396.36256976734
1,4975,4,2,60,932847,Kolkata,564731.7534851065
3,3917,2,3,3,423150,Kolkata,572012.2291864824
4,2292,3,2,67,804487,Kolkata,411650.92306454486
1,4595,1,1,55,122547,Kolkata,501002.6561332258
3,1546,4,0,9,385083,Kolkata,313942.86483354546
0,2509,2,4,69,441882,Kolkata,485432.67145126004
2,3485,1,2,28,456900,Kolkata,493304.4568698978
1,2586,3,2,15,842658,Kolkata,443764.050472982
0,1554,4,3,31,567548,Kolkata,409461.86970303144
4,2763,1,3,59,757082,Kolkata,481985.7646295722
2,3158,3,2,54,474984,Kolkata,458794.66747349635
1,4393,3,2,68,635962,Kolkata,527263.1309639618
2,3574,2,1,47,476095,Kolkata,447848.90765481285
1,3224,3,0,42,492239,Kolkata,387083.36863819824
1,3721,3,0,23,863437,Kolkata,424654.33025869104
3,2574,0,4,65,222225,Kolkata,500403.5766177147
2,4609,3,0,54,495494,Kolkata,471827.076398818
2,1623,4,4,11,266190,Kolkata,472155.78031115676
0,2988,1,3,63,300231,Kolkata,476186.43112451764
4,1943,4,4,22,499746,Kolkata,492975.28949737473
0,1472,4,4,54,674154,Kolkata,433323.95763601526
3,2586,2,0,36,967955,Kolkata,360604.9154750591
1,1993,0,2,58,643834,Kolkata,382967.6770743097
3,3926,0,3,20,939737,Kolkata,565990.3897803418
3,4459,4,1,16,202833,Kolkata,521693.654169474
0,2121,1,4,56,250025,Kolkata,467672.40184938
1,2434,0,4,50,790943,Kolkata,493353.04093593697
4,4446,0,4,66,319964,Kolkata,617697.618327388
3,1169,4,2,13,359832,Kolkata,366808.2511652062
4,2013,0,1,15,825474,Kolkata,376264.9908760713
1,1055,2,0,27,890894,Kolkata,264671.1289508073
1,2756,4,3,8,363032,Kolkata,498280.39433003025
0,3372,0,2,50,974300,Kolkata,467298.82531396556
2,1657,0,1,67,316470,Kolkata,322311.5676446432
0,1956,0,3,26,185509,Kolkata,428207.5706334673
4,1259,4,0,36,736234,Kolkata,290256.5818817323
0,1640,1,3,21,953691,Kolkata,416882.39701819065
1,3609,3,4,52,609162,Kolkata,564719.9547166713
3,3387,0,4,11,909842,Kolkata,577603.6786069939
2,4909,3,2,8,632890,Kolkata,588747.8119240978
1,1403,3,3,57,118614,Kolkata,389042.59179314534
3,3579,0,4,46,487229,Kolkata,572969.1067444835
4,4245,0,2,2,118444,Kolkata,557402.9074357192
4,1794,3,2,64,415194,Kolkata,382461.1210192789
4,2561,1,2,52,168149,Kolkata,427654.38504813047
0,2183,3,0,65,745991,Kolkata,309027.0235599416
4,4081,1,4,11,994740,Kolkata,622206.7832925139
4,3641,2,4,6,450762,Kolkata,600415.1270960846
0,4327,1,1,64,216490,Kolkata,477092.5601879061
3,3664,4,0,55,144866,Kolkata,415112.9770161759
1,3699,0,4,44,559429,Kolkata,570988.9168292026
2,1713,2,4,14,812599,Kolkata,473973.1543639017
4,3391,3,1,5,743689,Kolkata,466946.973207807
4,4607,1,3,25,730322,Kolkata,606809.3739405269
4,2396,2,3,50,667499,Kolkata,461316.98870612093
0,4506,4,0,2,496220,Kolkata,482033.1515680316
0,2957,1,2,10,163789,Kolkata,460386.9908112409
0,3093,3,1,2,869066,Kolkata,432248.9578985596
2,2752,3,1,60,174522,Kolkata,396611.3250848781
1,1903,1,4,45,688372,Kolkata,465356.050994501
4,3102,4,4,8,723320,Kolkata,567744.0989428485
3,2101,0,1,58,388413,Kolkata,355650.7276080807
4,4562,0,2,7,179709,Kolkata,576312.8239343594
4,2694,3,3,21,213145,Kolkata,497789.1431029706
4,1855,4,0,47,645406,Kolkata,314963.2594478606
4,2295,3,3,1,853854,Kolkata,485701.3503090039
1,1659,0,0,12,376233,Kolkata,305204.3662313105
3,4621,3,2,48,142956,Kolkata,558719.3406527796
0,1110,1,1,4,863963,Kolkata,312774.5995166001
3,2038,1,2,34,978033,Kolkata,405139.2613703617
4,3125,4,1,32,703514,Kolkata,439533.1838387289
3,1500,0,4,3,732893,Kolkata,470429.3549167281
4,3635,4,0,68,859703,Kolkata,412599.02629875747
3,1417,4,4,57,991181,Kolkata,440727.0902816538
2,2863,0,1,24,469277,Kolkata,414165.2269545277
3,1274,2,0,33,227974,Kolkata,280031.36751770205
0,4565,2,0,3,614219,Kolkata,484331.5514742441
0,2220,3,4,4,433304,Kolkata,504341.68470571784
3,4447,2,0,30,972510,Kolkata,475897.1902313632
3,2754,1,1,49,143779,Kolkata,403322.1011108807
1,4134,4,1,30,251567,Kolkata,489933.0335334226
3,4432,3,4,16,926034,Kolkata,641782.4191136699
0,4020,4,2,53,284175,Kolkata,506967.18648713053
2,4615,0,1,6,842500,Kolkata,531024.1443343625
0,4038,2,1,24,103247,Kolkata,480196.6187353481
1,2768,0,0,28,281440,Kolkata,365198.542005495
3,2133,3,0,21,755300,Kolkata,342315.1196209061
2,4748,1,1,8,730572,Kolkata,535364.4740828766
0,3241,2,4,36,518690,Kolkata,548652.6278245014
2,2542,0,2,9,498802,Kolkata,443904.3767945668
4,2967,2,0,40,418372,Kolkata,386936.3997176265
0,4722,4,0,51,370084,Kolkata,472360.93238817295
4,4530,1,2,1,380750,Kolkata,574238.4960649795
2,3902,2,0,63,732041,Kolkata,420621.26970576803
3,1798,1,4,68,402891,Kolkata,451148.33280174533
3,2963,4,0,26,557943,Kolkata,388007.8460379396
3,3348,4,0,40,789642,Kolkata,405591.47921524575
4,4015,0,1,3,944192,Kolkata,505093.90861667116
3,3615,3,4,9,624022,Kolkata,595538.4722392578
1,3719,0,4,32,866402,Kolkata,580025.5191607776
0,4567,1,1,67,102883,Kolkata,488115.12519791495
0,3196,0,3,4,529810,Kolkata,517721.96138082223
2,4870,2,2,6,851391,Kolkata,586019.6831884262
4,1768,0,4,26,309175,Kolkata,477645.1168809717
0,2484,3,3,2,694163,Kolkata,481819.4557649704
4,1138,3,2,66,974641,Kolkata,342166.12657730386
2,1860,1,4,3,247558,Kolkata,484357.80962752784
3,2859,4,0,35,176085,Kolkata,378432.5525148596
2,3339,3,4,59,890425,Kolkata,551250.8714934817
1,1334,1,2,38,505435,Kolkata,352203.94711548084
3,3746,3,3,33,365852,Kolkata,553743.6823103165
3,2858,3,0,15,128788,Kolkata,385787.3213045017
3,2207,4,2,14,101495,Kolkata,427899.5295663936
2,3354,2,2,66,850330,Kolkata,462678.75942570716
1,1924,1,4,45,529376,Kolkata,466477.5988517495
4,1980,3,1,48,734290,Kolkata,365431.98303895874
2,3945,3,1,44,238609,Kolkata,474433.50008390454
0,2285,0,0,37,266625,Kolkata,325131.6336730863
0,3974,2,2,29,777563,Kolkata,514966.43469514325
2,2333,4,3,34,480491,Kolkata,464580.7063071403
4,1343,1,0,59,957556,Kolkata,278401.33046413684
0,4495,3,0,43,849204,Kolkata,456730.0456725958
4,1656,1,4,33,465250,Kolkata,470966.1195400842
3,2796,4,3,19,137659,Kolkata,502686.8921519784
2,4585,2,2,8,997496,Kolkata,572606.3891170239
3,2849,0,2,31,426187,Kolkata,455751.1764277298
0,4595,2,2,11,889957,Kolkata,561353.5260736113
4,1260,0,0,8,578653,Kolkata,293702.74414243235
3,2385,1,4,25,366921,Kolkata,513569.68132999545
0,1168,2,0,20,825085,Kolkata,267926.17404520774
1,1659,2,1,38,801151,Kolkata,335077.557283967
3,1199,2,1,7,713141,Kolkata,329578.92044820474
1,2408,4,2,39,351897,Kolkata,420803.79023954965
1,4383,1,4,20,360133,Kolkata,628150.4495471355
0,1581,0,2,11,786861,Kolkata,376649.9549798743
2,4383,2,2,16,225409,Kolkata,555191.3499757946
4,1565,1,0,42,165258,Kolkata,297086.07310519775
0,3442,4,2,52,577049,Kolkata,472781.8119803107
3,4842,4,2,37,700473,Kolkata,580319.6340416052
4,3398,1,4,52,123719,Kolkata,563123.4439818806
2,1027,0,4,9,474325,Kolkata,432968.2738140133
0,4950,1,4,35,753708,Kolkata,648779.8947826477
2,2898,1,2,67,690974,Kolkata,436719.5009553412
3,1631,3,4,7,310909,Kolkata,475357.2888447897
0,4204,4,4,2,259506,Kolkata,627358.296385505
3,3427,0,3,25,857801,Kolkata,532307.351544062
4,2625,3,3,41,644808,Kolkata,480955.0446955791
4,3575,1,1,52,419025,Kolkata,453189.1871813883
2,3036,4,0,65,390690,Kolkata,370373.7466266358
2,2310,3,0,38,376126,Kolkata,338184.4087916556
4,4355,3,4,67,693739,Kolkata,614702.511803831
1,3950,0,1,42,643924,Kolkata,467672.19417994964
4,2765,1,1,54,329292,Kolkata,404751.07358539203
0,4720,0,3,67,357701,Kolkata,579337.9557158692
3,1806,3,1,64,813447,Kolkata,338975.0719930558
4,3274,3,2,4,242029,Kolkata,506619.2926966711
4,4498,0,4,31,398850,Kolkata,640461.7832878229
3,3074,3,2,13,741487,Kolkata,480929.0867563737
3,4403,2,0,27,461521,Kolkata,470043.13073767076
0,2140,4,3,59,687159,Kolkata,431128.54531985737
3,1088,1,2,65,230448,Kolkata,335407.77129742573
2,3666,4,4,64,686025,Kolkata,569603.1003463605
4,4804,1,2,25,331568,Kolkata,577034.6793520553
3,2758,3,2,37,665263,Kolkata,450210.72315226647
0,1121,0,1,14,983796,Kolkata,307298.82660817757
3,2917,0,3,24,205687,Kolkata,506014.39233753027
4,1865,3,0,67,662227,Kolkata,305647.3585423902
1,1032,1,4,48,951491,Kolkata,406351.5813814275
3,1602,3,4,65,632586,Kolkata,447356.6539973093
2,1695,1,0,38,743290,Kolkata,295800.2375153149
4,3935,3,4,59,819782,Kolkata,594500.2316818304
0,4841,3,1,12,106480,Kolkata,540634.3964856776
4,4469,3,2,54,866322,Kolkata,550860.6923101012
1,1524,0,1,51,954825,Kolkata,318457.655786744
0,2047,1,1,38,104349,Kolkata,351501.07924295083
1,2348,3,1,46,166964,Kolkata,375428.3305611866
1,3081,4,0,10,663779,Kolkata,397131.7807994659
2,1246,4,3,9,487032,Kolkata,409726.31891635875
3,4926,0,0,52,802138,Kolkata,488482.4807490181
2,4090,2,0,51,975131,Kolkata,436086.52207339276
2,4101,0,1,22,783037,Kolkata,491809.3679028583
2,3096,2,3,68,720728,Kolkata,488926.4734455567
0,2962,0,0,5,359360,Kolkata,383555.6956721556
3,3959,4,3,29,967686,Kolkata,568895.5357820763
3,3227,3,1,6,704633,Kolkata,452736.58325837774
0,2393,1,0,69,244344,Kolkata,319370.19955240167
2,2907,3,3,58,242900,Kolkata,486864.6584111048
2,3023,4,4,43,144431,Kolkata,540670.3612391467
1,1737,1,0,69,501072,Kolkata,284119.13322970306
1,2968,2,0,37,635511,Kolkata,374385.27899563604
4,4466,2,0,58,925845,Kolkata,464992.5240693782
1,3637,4,3,37,156822,Kolkata,537394.2766754362
3,3543,1,2,26,659977,Kolkata,503798.428289268
0,3478,3,0,42,566918,Kolkata,400389.98281444545
2,4278,4,4,16,899069,Kolkata,628292.7610966117
4,4106,2,4,22,622299,Kolkata,621025.0746301379
1,4833,4,1,23,801894,Kolkata,534219.8877271257
4,4654,3,2,47,569456,Kolkata,564634.8551446277
0,2436,0,2,67,960470,Kolkata,399607.5206512659
0,1363,0,3,3,901698,Kolkata,406231.2562726251
4,3357,3,1,12,148068,Kolkata,463357.8467917757
4,1981,1,3,23,461769,Kolkata,452403.28592268436
4,2302,4,1,11,275428,Kolkata,403582.6330301175
2,4223,3,2,52,448439,Kolkata,521866.713907362
3,1226,0,3,50,770406,Kolkata,388976.1697285115
1,2266,2,1,57,617062,Kolkata,360652.5453346761
1,3057,3,2,64,649558,Kolkata,448040.5582406026
1,4900,3,2,46,743981,Kolkata,565440.0138623844
4,2415,3,0,29,176342,Kolkata,356247.8990784788
4,3095,0,3,46,337838,Kolkata,508571.76014575514
4,2647,0,0,16,482468,Kolkata,377377.9728313213
2,3251,3,2,51,662276,Kolkata,468364.6386070776
2,4036,3,3,11,224291,Kolkata,575503.0011890061
2,3941,1,3,11,359357,Kolkata,570501.1612105106
2,1156,2,4,63,938611,Kolkata,418177.68431399745
0,3902,4,1,53,660180,Kolkata,461682.8513752883
2,3073,4,4,58,216441,Kolkata,534574.5382421726
2,3468,4,4,19,522728,Kolkata,577263.0626961291
2,4891,0,2,32,290237,Kolkata,576733.2874496147
1,2701,0,1,50,468634,Kolkata,390279.4215112734
1,1760,1,4,55,236171,Kolkata,449617.04364050785
1,1773,0,4,41,415631,Kolkata,457667.2840051404
3,3311,3,3,21,195847,Kolkata,531329.9441231887
0,2552,2,2,26,305160,Kolkata,429908.7082383966
4,3635,2,4,1,190845,Kolkata,603015.4839489198
2,1957,2,1,27,412147,Kolkata,364381.20355853083
1,3517,2,0,50,870907,Kolkata,401076.80826918065
0,1253,4,0,66,997724,Kolkata,258686.62387372434
2,4789,4,2,65,953318,Kolkata,557410.7677130486
3,2569,3,0,10,308884,Kolkata,372412.6231743242
4,4218,1,3,37,618979,Kolkata,582414.2141817902
2,4397,0,3,69,636027,Kolkata,566025.6531955882
4,4409,0,1,41,973270,Kolkata,512876.58364106197
2,3787,4,2,46,728322,Kolkata,503590.1129790129
3,1117,2,2,45,374528,Kolkata,347426.089834242
0,4236,3,0,27,264166,Kolkata,450458.59172939864
4,1549,1,4,65,757480,Kolkata,444677.874493678
4,1910,4,4,8,494209,Kolkata,497917.2112515059
0,1869,3,4,67,187295,Kolkata,452112.4734122175
4,1807,3,1,49,904582,Kolkata,351336.0639937635
1,2672,4,2,14,951113,Kolkata,444402.0887605486
0,1820,3,0,62,883329,Kolkata,289387.31775442994
3,2781,2,1,43,407532,Kolkata,405412.23162776517
2,2221,3,3,27,413260,Kolkata,457878.66165345424
2,4445,1,3,27,286825,Kolkata,592501.2480194255
0,2601,3,3,68,987517,Kolkata,450373.0831041183
1,4663,0,2,48,135673,Kolkata,545323.692591137
3,3611,3,3,67,763650,Kolkata,522839.05734039325
2,4200,4,4,25,160123,Kolkata,618725.1547997608
2,3461,0,3,64,344636,Kolkata,508280.7863593235
1,4451,4,1,24,903059,Kolkata,507848.56564375875
4,1879,1,3,9,611941,Kolkata,452780.40165189444
0,1992,2,4,8,173474,Kolkata,486147.42115992284
1,1000,1,3,59,814204,Kolkata,361677.74895361526
1,1166,0,0,17,687192,Kolkata,274182.2107164729
1,3063,2,4,43,820065,Kolkata,536501.3432192615
1,3704,3,2,68,203798,Kolkata,484320.304144702
4,1111,0,3,4,168245,Kolkata,406578.67712267156
3,4439,2,1,8,258701,Kolkata,528307.9075752295
1,2125,4,3,42,473102,Kolkata,440221.304051663
1,3641,2,1,49,406330,Kolkata,446709.1811305347
0,2429,4,0,6,320693,Kolkata,355769.94898446085
2,3005,4,2,42,146537,Kolkata,459535.6161347758
4,3043,2,4,32,392976,Kolkata,554273.8377843756
1,1506,1,4,15,123472,Kolkata,455240.17196950613
3,2634,1,2,69,279922,Kolkata,422086.40202812065
3,1670,4,0,27,215735,Kolkata,307649.87905863224
3,4111,0,0,66,186298,Kolkata,437219.22314747004
0,2690,2,3,59,633795,Kolkata,461294.0152522543
3,4619,0,0,28,306186,Kolkata,482805.20943814376
0,4452,1,3,24,679984,Kolkata,587722.7828285506
4,3806,0,1,51,565463,Kolkata,465875.8140727356
3,4587,3,2,21,156373,Kolkata,567768.483545031
2,3544,3,1,31,640267,Kolkata,454074.9019293912
1,4957,1,1,50,508265,Kolkata,522795.38105602085
4,1964,0,1,40,945513,Kolkata,365619.55377602665
2,1280,2,1,68,124997,Kolkata,304607.2685411336
4,1350,1,4,16,811504,Kolkata,460042.0914135855
3,3381,3,0,63,312441,Kolkata,396335.02610096894
4,2949,1,2,56,710009,Kolkata,455448.73684408085
4,2966,0,2,24,646034,Kolkata,468481.40512727894
4,3808,0,1,28,842753,Kolkata,479061.4574979275
0,2547,0,2,31,371747,Kolkata,424312.4391021104
2,2306,4,3,15,439121,Kolkata,465680.4956106848
3,2964,0,2,42,104570,Kolkata,459078.5393479696
1,1727,3,1,50,787676,Kolkata,334729.3001169787
3,4390,3,2,5,151604,Kolkata,561265.5614500698
3,1822,4,0,48,118467,Kolkata,308599.42482277326
0,2437,3,1,13,882693,Kolkata,392824.38077552005
0,4665,3,4,32,964813,Kolkata,635163.8804818504
4,3061,1,0,67,601062,Kolkata,371762.44138430496
3,2079,0,2,30,520159,Kolkata,407313.6243264227
2,4474,1,4,6,301441,Kolkata,646154.5683762556
0,3389,1,0,25,336177,Kolkata,399971.7205129916
0,4865,3,3,28,884855,Kolkata,611017.0331806976
2,1198,2,0,62,103340,Kolkata,262556.67700525845
0,2883,0,4,22,929964,Kolkata,529062.2887836235
2,1677,2,3,68,833208,Kolkata,405324.10302190366
1,4363,3,2,15,857508,Kolkata,545346.7221345733
2,3705,4,1,26,821535,Kolkata,468085.8810303305
1,2464,1,2,63,289990,Kolkata,410491.4984366334
4,1077,3,1,18,144188,Kolkata,322235.8295283139
4,3159,3,1,63,639499,Kolkata,425943.76048302976
0,1534,2,4,62,375640,Kolkata,432899.7541916937
2,2398,4,3,68,980813,Kolkata,451000.51972266595
0,4187,1,3,48,812608,Kolkata,556881.6454505973
2,2165,4,0,50,599671,Kolkata,325281.72061530506
0,4039,4,2,63,850985,Kolkata,501703.58885158366
4,2220,4,4,69,534361,Kolkata,484852.59548902424
4,1789,0,2,6,990136,Kolkata,411051.22875474795
0,2563,4,0,58,129672,Kolkata,338364.8270705699
2,2322,3,0,51,181481,Kolkata,331241.7163603901
3,2099,0,4,12,576454,Kolkata,500068.18640564644
2,3577,0,0,47,305327,Kolkata,404336.21453980927
0,3147,4,4,9,791387,Kolkata,555364.2123319664
2,2502,3,0,7,529467,Kolkata,366691.40630914853
1,4020,1,3,29,512619,Kolkata,560220.4075787528
2,2491,4,4,51,863423,Kolkata,504191.5484921111
4,2659,0,3,55,911582,Kolkata,474272.76618465065
4,2900,1,3,59,700050,Kolkata,487327.0996517022
1,2315,1,4,56,278012,Kolkata,485799.9708347752
2,4062,0,2,22,936908,Kolkata,532107.2134140731
3,1124,1,1,18,989140,Kolkata,320539.92065017606
2,4062,3,0,58,338780,Kolkata,433375.39856778795
4,1518,3,0,40,597457,Kolkata,300530.06672355847
4,3070,4,2,31,396346,Kolkata,475015.68458124594
0,1161,4,1,56,370873,Kolkata,295766.1244795114
4,3676,1,2,35,648226,Kolkata,506866.7614024076
0,3553,0,1,26,858617,Kolkata,447084.9608251872
4,1881,3,4,68,175302,Kolkata,465194.41682755237
4,4935,2,4,34,436064,Kolkata,664897.6129654647
3,2044,4,3,16,650050,Kolkata,460469.8764497538
0,2787,3,3,42,784084,Kolkata,474611.33650217607
0,2861,1,4,5,714874,Kolkata,536951.1741825059
4,4535,3,3,61,120653,Kolkata,589019.2987669446
0,1482,3,4,44,768867,Kolkata,439035.6505144998
4,2525,1,2,35,435058,Kolkata,435590.3128393282
4,2966,4,0,1,273845,Kolkata,403879.1990345436
2,3356,4,4,43,473435,Kolkata,556362.547909885
0,4667,2,4,32,135205,Kolkata,632621.0805549219
1,1873,2,4,63,898003,Kolkata,454005.32678522955
0,2576,4,3,33,268392,Kolkata,471065.50246132904
0,3250,4,3,66,216042,Kolkata,489418.0371232511
3,4487,4,3,30,673141,Kolkata,599526.5372074172
1,3687,4,3,10,261262,Kolkata,551201.2861277532
1,1141,3,2,23,218088,Kolkata,351278.20214602334
3,2879,2,4,39,713404,Kolkata,537182.5911975844
3,2003,1,2,45,529738,Kolkata,401369.7762040779
0,3662,0,3,29,565017,Kolkata,531909.7688470912
2,3154,1,2,30,144489,Kolkata,469916.28981127264
3,3014,0,4,34,360513,Kolkata,543131.5554044388
1,1528,3,4,52,608062,Kolkata,439346.4404042574
1,4608,2,3,22,757197,Kolkata,596609.8197443044
0,3623,0,4,5,940195,Kolkata,582817.1562001922
2,1968,4,2,11,182945,Kolkata,411260.042536654
4,4925,3,1,32,681252,Kolkata,546695.7123074383
3,4958,0,4,24,230349,Kolkata,668897.3830761879
3,2772,4,2,11,680686,Kolkata,464608.7007190701
0,3735,3,2,11,969029,Kolkata,508088.5939928808
2,3338,0,2,17,980954,Kolkata,487235.5532315381
1,1804,4,4,32,677486,Kolkata,468497.3808046323
1,2334,2,1,27,447885,Kolkata,380209.07264715206
4,4984,3,3,32,149427,Kolkata,628914.3417012782
1,1667,0,3,61,762219,Kolkata,398206.523091711
3,1384,4,4,25,407651,Kolkata,455807.33588249714
4,4124,2,4,64,972933,Kolkata,599653.5344329466
2,2608,4,0,64,686858,Kolkata,347404.9524327883
4,4254,2,1,28,506070,Kolkata,506502.13481805194
2,4440,0,2,40,788373,Kolkata,541366.9621322488
1,3748,4,2,14,393798,Kolkata,512937.01739904255
0,1012,4,3,42,862744,Kolkata,372020.38167431037
4,4630,1,4,39,339779,Kolkata,641567.1568602353
4,4007,3,1,2,778414,Kolkata,505069.6066613727
3,3207,4,3,1,435872,Kolkata,537164.7115964177
3,2307,2,1,32,160254,Kolkata,382384.56727900956
2,3612,3,4,64,560936,Kolkata,564816.455439502
0,4358,0,2,31,800566,Kolkata,535634.9281700427
3,3055,3,0,58,902713,Kolkata,378635.27975102665
3,1071,1,1,14,892295,Kolkata,318727.2507473083
1,3939,0,2,69,414347,Kolkata,490231.65469081054
1,3145,4,1,16,568454,Kolkata,434278.5684008451
3,3134,0,1,69,398683,Kolkata,410829.2482313497
2,2865,0,1,54,361137,Kolkata,400143.2448505455
0,1100,1,4,13,310144,Kolkata,428562.4822459559
3,1280,2,3,31,424582,Kolkata,400917.83633663034
2,1882,0,1,69,116077,Kolkata,334074.6453259413
2,2312,2,4,21,486112,Kolkata,507588.4088142613
3,3796,3,0,30,655340,Kolkata,433762.5481425126
2,3243,1,3,23,430099,Kolkata,518443.08465337195
4,3438,4,4,38,768878,Kolkata,577641.9189977084
2,1608,0,0,29,762756,Kolkata,296125.3995701496
3,1449,2,3,32,184548,Kolkata,413624.5502829212
2,4439,0,4,62,271149,Kolkata,613818.510658927
3,4501,1,0,45,111981,Kolkata,466197.01148885756
1,4167,4,4,49,723277,Kolkata,599306.6359503499
3,2284,3,0,33,692580,Kolkata,343077.0378608578
2,2535,3,1,4,426986,Kolkata,409235.2005924649
3,1120,2,1,18,847314,Kolkata,318916.79009788675
0,4437,3,3,64,383363,Kolkata,569162.5650790285
3,4856,2,0,28,997294,Kolkata,500437.25316632644
3,3379,4,1,58,137853,Kolkata,436131.37547110225
0,2075,0,3,56,236718,Kolkata,421767.9841676595
0,4467,1,2,20,809405,Kolkata,546893.9948980868
0,1317,4,1,34,277997,Kolkata,314897.67660386895
4,3722,4,1,10,274999,Kolkata,490000.9090425158
3,1701,3,4,22,243063,Kolkata,474211.6295353146
0,4348,3,2,5,576228,Kolkata,548894.2220743479
0,4668,1,0,44,135723,Kolkata,465126.8550423714
1,4265,0,3,9,780147,Kolkata,584140.76527601
4,3740,4,2,43,453837,Kolkata,512933.38372570096
3,2016,3,0,4,406935,Kolkata,338385.2668498671
2,1020,4,1,42,175171,Kolkata,300349.38256846456
4,3446,0,3,65,508148,Kolkata,516219.7012380865
4,2738,2,3,41,923343,Kolkata,487064.8861070892
1,3249,0,2,64,620422,Kolkata,458327.9692675551
3,3513,4,4,55,485602,Kolkata,569054.5928450751
3,4222,4,0,18,468092,Kolkata,467107.5549028287
0,1895,1,2,16,987733,Kolkata,394377.0543659633
0,2182,4,4,46,465656,Kolkata,479285.43016828224
4,3357,3,4,36,503162,Kolkata,568168.7457758863
1,3551,1,4,66,447043,Kolkata,551978.3986165889
3,3073,4,3,44,245459,Kolkata,507947.940652476
1,4892,0,0,5,562357,Kolkata,501888.3850775292
2,1065,4,0,29,936005,Kolkata,270328.05707836134
3,1262,0,2,4,739586,Kolkata,372603.88127936545
0,1471,0,1,49,665693,Kolkata,309391.6044067268
4,3214,4,2,8,633440,Kolkata,499228.81264684186
1,3847,0,0,52,329506,Kolkata,412559.2744582965
0,4225,2,3,69,528631,Kolkata,552569.9655133616
4,1342,1,2,21,589095,Kolkata,377015.8887268786
0,1717,4,1,27,997007,Kolkata,341885.426309588
3,3460,2,2,38,344085,Kolkata,489708.24132754636
1,4736,0,4,5,999622,Kolkata,652924.1237461194
2,4255,0,1,61,729265,Kolkata,481204.9256368385
0,2694,1,4,8,525064,Kolkata,527009.5471365725
1,4265,2,3,18,536610,Kolkata,578981.6491408134
3,4073,2,0,4,824625,Kolkata,464515.5639143431
0,2238,4,2,4,131455,Kolkata,424797.4203211163
3,3734,0,2,37,850708,Kolkata,504938.69213735254
2,4658,3,4,15,428704,Kolkata,655458.3711301134
2,3844,4,4,38,978196,Kolkata,591372.0523506975
4,4710,4,0,27,598559,Kolkata,493573.29689637735
4,3025,4,2,48,247993,Kolkata,463479.4057508296
4,3530,1,0,46,525395,Kolkata,415207.055693453
3,4632,1,4,46,202895,Kolkata,634475.1480045576
4,2055,4,4,48,807595,Kolkata,485312.4187773249
1,4741,3,1,59,787397,Kolkata,512750.7221435666
3,1014,2,4,4,133275,Kolkata,441179.5755437994
3,4389,2,4,19,923124,Kolkata,634637.5628442701
4,2869,0,0,57,895304,Kolkata,362102.4867020552
4,4314,2,1,19,676052,Kolkata,516580.6771534882
3,1016,2,1,42,219564,Kolkata,301990.9650290996
2,3581,3,2,5,715159,Kolkata,513961.4840086915
2,2779,2,3,48,710431,Kolkata,478550.78971412487
4,2949,3,2,25,266033,Kolkata,470693.5126848278
2,1080,1,2,67,648754,Kolkata,328897.23893415654
1,3703,3,2,26,508978,Kolkata,506691.89193087665
1,3483,1,1,62,774290,Kolkata,431496.9391265453
1,4079,3,0,7,285285,Kolkata,454825.1198395549
3,2018,4,4,44,956623,Kolkata,485675.5327184492
3,3726,1,1,27,805734,Kolkata,470435.4337317403
3,4358,1,4,42,287974,Kolkata,621840.0585732755
3,1779,2,4,56,694843,Kolkata,462241.34446086676
3,2824,1,3,3,726166,Kolkata,512066.3963065141
4,3233,3,2,13,941307,Kolkata,495217.7710031004
2,4595,4,3,59,532530,Kolkata,591374.5651408464
4,4864,4,2,38,807535,Kolkata,580660.9037689792
2,3469,2,1,68,316272,Kolkata,432727.1322677891
4,4887,3,4,69,551631,Kolkata,644482.704738812
1,3513,3,3,1,444604,Kolkata,545925.1818685263
0,3130,0,1,50,670543,Kolkata,411394.29983178416
3,3614,1,1,9,411806,Kolkata,475431.4057839299
0,3690,2,2,53,450226,Kolkata,485789.0281853133
0,4708,4,4,10,704654,Kolkata,648425.5228553673
1,4554,0,2,29,571394,Kolkata,551252.8065463087
0,1324,3,2,36,843982,Kolkata,351095.2622706212
0,4490,1,1,27,149496,Kolkata,505998.9878075453
1,3098,4,2,18,465627,Kolkata,471761.6713037094
2,2050,0,0,18,409935,Kolkata,327203.99540952535
4,1676,3,4,9,589214,Kolkata,480799.78889188665
0,3029,4,2,67,288307,Kolkata,437890.00470141333
3,4028,4,2,7,925572,Kolkata,541123.871975464
1,4983,3,3,58,603954,Kolkata,603285.4089178725
0,3011,3,4,30,472009,Kolkata,536615.7894137852
2,1792,2,4,61,787436,Kolkata,454236.06716064527
2,4616,4,2,17,733163,Kolkata,569492.3647246074
3,4133,3,0,53,675920,Kolkata,445245.4543683114
0,3704,0,3,6,600110,Kolkata,546592.2041089461
3,2194,1,0,39,908635,Kolkata,335624.63773520954
2,4357,2,2,25,606691,Kolkata,545067.1222010885
2,4880,3,4,42,979824,Kolkata,652812.8879798065
4,3164,1,4,42,998458,Kolkata,554152.3136617945
